<tbl>
<tt> Schöpfer,Körperschaft
<dt> 31XX.tab
<tag> 31XX
<row>spk QQ $BRedner$4spk QQ Redner
<row>spn QQ $BSponsor$4spn QQ Sponsor
<row>srv QQ $BLandvermesser$4srv QQ Landvermesser
<row>stl QQ $BGeschichtenerzähler$4stl QQ Geschichtenerzähler
<row>tch QQ $BLehrer$4tch QQ Lehrer
<row>tld QQ $BFernsehregisseur$4tld QQ Fernsehregisseur
<row>tlp QQ $BFernsehproduzent$4tlp QQ Fernsehproduzent
<row>trc QQ $BTranskribierer$4trc QQ Transkribierer
<row>trl QQ $BÜbersetzer$4trl QQ Übersetzer
<row>vac QQ $BSynchronsprecher$4vac QQ Synchronsprecher
<row>wac QQ $BKommentarverfasser$4wac QQ Kommentarverfasser
<row>wal QQ $BVerfasser von zusätzlichen Lyrics$4wal QQ Verfasser von zusätzlichen Lyrics
<row>wat QQ $BVerfasser von Zusatztexten$4wat QQ Verfasser von Zusatztexten
<row>win QQ $BVerfasser einer Einleitung$4win QQ Verfasser einer Einleitung
<row>wpr QQ $BVerfasser eines Vorworts$4wpr QQ Verfasser eines Vorworts
<row>wst QQ $BVerfasser von ergänzendem Text$4wst QQ Verfasser von ergänzendem Text
</tbl>
